user_id,restaurant_id,rating,review_text,source_user_name,weekday,review_length,name,address,location_lat,location_lng,primary_type,attributes,review_id,overall_score,overall_magnitude,food_score,service_score,value_score,ambiance_score,language,emotions,year,month,day
362,ChIJ9fMAJlkpQg0RYCrqLMvuM2Q,4,This Kosher eatery is a bit shabby and looks run down. But the food was fresh and tasty. Draft beer was good. The manager/waiter is an Orthodox Jew who was very pleasant. Service was fast. Central location in Madrid. Worth checking out.,David Grunwald,Friday,42,Fuego Steak House,"C. de San Lorenzo, 9, Centro, 28004 Madrid, Spain",40.4251578,-3.6990328,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":131}",377.0,0.3000000119209289,4.300000190734863,0.6000000238418579,0.550000011920929,0.8999999761581421,0.0,en,"[""contentment""]",2025,3,7
363,ChIJ9fMAJlkpQg0RYCrqLMvuM2Q,5,"Great little steakhouse.  The food is kosher and excellent. Went there for my last dinner in Madrid with my colleagues and we were not disappointed.  Started off with the classic hummus and a Caesar salad to share.  Then each had the ribeye (medium plus) with french fries.  Excellent seasoning and taste on the steaks. Served with a chimichurri sauce that took the taste to another level.  If you are nearby, stop in and enjoy the food.",Michael Torbit,Friday,76,Fuego Steak House,"C. de San Lorenzo, 9, Centro, 28004 Madrid, Spain",40.4251578,-3.6990328,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":131}",378.0,0.699999988079071,6.0,0.8499999791383743,0.0,0.0,0.0,en,"[""satisfaction""]",2024,1,26
334,ChIJoysFW4goQg0RXmzeEFsDvzQ,5,"The burgers were really delicious! Unfortunately our waitress did not speak a single word english, even words like “potato” she did not understand at all, so it was a bit difficult to order but the food was still really good!",Nicole,Friday,40,Steakburger,"Calle de Fuencarral, 73, Centro, 28010 Madrid, Spain",40.424874,-3.7008419,Hamburger Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4799}",379.0,0.4000000059604645,0.8999999761581421,0.449999988079071,0.0,0.0,0.0,en,"[""contentment""]",2025,2,7
364,ChIJoysFW4goQg0RXmzeEFsDvzQ,5,"I visited  Steakburger recently,  I want to recommend 100 % this restaurant everything i ate there was delicious.  I bought “ la bacon jam “ and “ brownie con helado “ I received a good experience with the food and also with my waitress Gabriela.  She was so friendly and kind, she offered to me really good service and for me the service was really important too. Definitely, I will come back soon because I’m curious for other options they have on the menu",Liz fucay guin,Thursday,84,Steakburger,"Calle de Fuencarral, 73, Centro, 28010 Madrid, Spain",40.424874,-3.7008419,Hamburger Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4799}",380.0,0.8999999761581421,3.5999999046325684,0.8749999850988388,0.8499999940395355,0.0,0.0,en,"[""joy""]",2025,3,6
365,ChIJsymRAzUpQg0Ri1Oo2eFuvl0,5,"My favourite Steakhouse in Madrid. I come here every 4 months and the food is delicious. The meat is always on point and they even have options like grilled vegetables or fish. And lastly, the candles are amazing! Looking forward to go again!",Stephan Körten,Sunday,43,La Vaca Argentina Ventura,"C. de Ventura de la Vega, 3, Centro, 28014 Madrid, Spain",40.4159995,-3.6988173,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1442}",381.0,0.8999999761581421,4.800000190734863,0.8999999761581421,0.0,0.0,0.0,en,"[""joy""]",2024,12,8
366,ChIJsymRAzUpQg0Ri1Oo2eFuvl0,5,Fantastic dinner with some of the best meat I ever had. Great staff with attention to details and making the stay great. Thank you!,Mourad Ajarti,Tuesday,24,La Vaca Argentina Ventura,"C. de Ventura de la Vega, 3, Centro, 28014 Madrid, Spain",40.4159995,-3.6988173,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1442}",382.0,0.8999999761581421,2.799999952316284,0.0,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,2,25
367,ChIJzQ1p2r0pQg0R6ZULqAtsbns,4,"Don Asador Parrilla Argentina in Madrid offers a warm, welcoming ambiance that captures the essence of an authentic Argentinian steakhouse. The restaurant’s decor, with rustic wood accents and soft lighting, creates a cozy atmosphere perfect for an evening out. While the food is decent, featuring a variety of grilled meats, sausages, and classic Argentinian sides, what really stands out here is the friendly, attentive service that makes you feel right at home. The staff is more than happy to guide you through the menu, offering suggestions and ensuring your experience is enjoyable from start to finish. The portions are generous, and there’s a good selection of Argentinian wines to pair with your meal, enhancing the overall experience. If you’re looking for a casual spot to enjoy a traditional meal in a pleasant setting, Don Asador Parrilla Argentina is worth a visit for its inviting atmosphere and hospitality.",Dimitris Ladas,Sunday,147,Don Asador Parrilla Argentina,"C. de Segovia, 17, Centro, 28005 Madrid, Spain",40.4137961,-3.7124634,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2612}",383.0,0.8999999761581421,5.599999904632568,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,en,"[""joy""]",2024,10,27
368,ChIJzQ1p2r0pQg0R6ZULqAtsbns,4,"I went there around 7:15 pm and there was no soul to be found! The staff was very friendly and the service was prompt. Got the Special Meat dish. While the meat and sauces were good, I felt like the meat cuts could have been better. Also the sausage was just half of one, so barely the size of a thumb. Sangria tasted ""okay"". Not great. Still a good experience!",Chanaka Hettige,Tuesday,70,Don Asador Parrilla Argentina,"C. de Segovia, 17, Centro, 28005 Madrid, Spain",40.4137961,-3.7124634,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2612}",384.0,0.0,5.199999809265137,0.2500000111758709,0.8999999761581421,0.0,0.0,en,[],2024,8,27
369,ChIJzQ1p2r0pQg0R6ZULqAtsbns,5,"OMG!  This is a small restaurant, maybe 10 tables but the flavors are incredible. Prices are incredibly reasonable for Madrid.  We had the mixed grill. (Parriadas?). My BF is Argentinian from Corduba and a food distributor and he approves.  The Wine menu  little bit limited, but get the Cab over the melbec in my opinion. And do not miss the empanadas.!!! we had chicken and beef and they’re both incredible. Absolutely incredible.  Yeah the dessert was excellent as well.  And save the moment and look through the photographs in the restaurant they feature incredible famous Argentinians, such as Manu Ginobili!!  don’t miss this cute restaurant.  The staff are from Cuba! Honduras! And northern Argentina!",Ellen Lin,Saturday,114,Don Asador Parrilla Argentina,"C. de Segovia, 17, Centro, 28005 Madrid, Spain",40.4137961,-3.7124634,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2612}",385.0,0.6000000238418579,9.899999618530272,0.5250000059604645,0.0,0.8999999761581421,0.0,en,"[""satisfaction""]",2024,8,31
370,ChIJzQ1p2r0pQg0R6ZULqAtsbns,5,"i had the special meat platter so i can taste everything and it was amazing. i enjoyed every piece of meat, and it’ll be a hard time deciding on what to get next time!",Mustafa Ozan Alpay,Monday,34,Don Asador Parrilla Argentina,"C. de Segovia, 17, Centro, 28005 Madrid, Spain",40.4137961,-3.7124634,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2612}",386.0,0.800000011920929,1.7000000476837158,0.8999999761581421,0.0,0.0,0.0,en,"[""joy""]",2024,10,28
371,ChIJ7TKSNXsoQg0R7BJFr2GRtoo,4,"Food was good, but the place felt cold inside. Johan was a friend waiter, but he seemed to be alone, hence the feeling I had he was a bit over stressed. Prices are fair , I just had to wait a bit long for my food, and there weren’t too many people, so kitchen could have worked faster. Over good experience.",Sam VanHeukelom,Sunday,61,Tony Roma's,"Gran Vía, 68, Centro, 28013 Madrid, Spain",40.4226462,-3.7091334,American Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":6688}",387.0,-0.2000000029802322,1.7000000476837158,-0.3000000119209289,-0.6000000238418579,-0.3000000119209289,0.0,en,"[""disappointment""]",2025,2,9
372,ChIJ7TKSNXsoQg0R7BJFr2GRtoo,3,It tooks 20 minutes till someone came to take the order. After that it tooks 30 minutes till we got the food. The ribs were OK. The French fries were cold and old. We ordered backed potato but didn't got it. Bad experience. Far away from Berlin.,Yossi Pinkas,Tuesday,47,Tony Roma's,"Gran Vía, 68, Centro, 28013 Madrid, Spain",40.4226462,-3.7091334,American Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":6688}",388.0,-0.6000000238418579,4.800000190734863,-0.699999988079071,0.0,0.0,0.0,en,"[""frustration""]",2024,10,22
373,ChIJ7TKSNXsoQg0R7BJFr2GRtoo,1,"Have not been to a Tony Roma’s in a long, long time. Hence, was looking forward to add to my body of good experiences from the past and elsewhere. What a disappointment this latest visit was. Ordered the tenderloin steak. The cut I got served was definitely not a tenderloin! It was tough, cooked very unevenly and not rested at all. As a consequence, my fries were ruined as they became soaked with the steak’s running juices. In contrast, the roasted vegetables were nice. The waiting staff also deserve commendation. They were a friendly and attentive bunch.",Patrick Mercera,Friday,97,Tony Roma's,"Gran Vía, 68, Centro, 28013 Madrid, Spain",40.4226462,-3.7091334,American Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":6688}",389.0,-0.2000000029802322,5.400000095367432,0.0,0.4999999888241291,0.0,0.0,en,"[""disappointment""]",2025,1,31
61,ChIJV8NYARInQg0R93Q4K406XfM,2,"Almost empty restaurant on my visit and the food was served quite quickly. Annoying that the waiter/ manager was permanently on his phone, hiding behind the desk/ bar area - so it was different to get his attention. I’m not sure why there is a fish tank in the restaurant, it’s a bit strange. I like ayran but seriously, a litre of it was too much. But it was cheap. Lentil soup was tasty. The condiments in dirty squeezable containers were not appealing. The whole feel to the restaurant was dirty and cheap. Meat was like eating leather. For the price it’s worth another visit, but I’ll lower my expectations",Sam,Sunday,110,Steak Grill House Halal,"C. de Atocha, 117, Centro, 28012 Madrid, Spain",40.4102736,-3.6943913,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":536}",390.0,-0.4000000059604645,6.300000190734863,0.3000000119209289,-0.800000011920929,-0.4500000104308128,0.0,en,"[""disappointment""]",2024,12,29
374,ChIJV8NYARInQg0R93Q4K406XfM,5,"Everything at this restaurant is wonderful. The service was excellent, the food was very hot and fresh. I highly recommend the lentil soup, very tasty.",K. K.,Wednesday,25,Steak Grill House Halal,"C. de Atocha, 117, Centro, 28012 Madrid, Spain",40.4102736,-3.6943913,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":536}",391.0,0.8999999761581421,2.799999952316284,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,1,8
375,ChIJV8NYARInQg0R93Q4K406XfM,5,Incredible experience!! We came for one specific dish the “kunefe” as it is a Turkish specific desert. Needless to say that this was by far the BEST kunefe I’ve ever had and we’ve been to turkey where it’s from! The server promptly let us select our table and upon ordering had our delicious desert to our table in 15 minutes. It was ridiculously fresh and had an unbeatable flavor. I’d highly recommend getting the “te turco” as well to partner with this dish as they compliment each other perfectly! I can only imaging that the meat and other traditional Turkish items taste just as incredible and authentic as this dish. I highly recommend this restaurant for the authentic Turkish experience!!,Bean Machine,Sunday,120,Steak Grill House Halal,"C. de Atocha, 117, Centro, 28012 Madrid, Spain",40.4102736,-3.6943913,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":536}",392.0,0.800000011920929,6.900000095367432,0.8312499797903001,0.800000011920929,0.0,0.0,en,"[""joy""]",2024,10,27
376,ChIJV8NYARInQg0R93Q4K406XfM,5,"Good place, tasty kebap,  portions are not small. Prices are normal.",Андрей Шмонин,Monday,11,Steak Grill House Halal,"C. de Atocha, 117, Centro, 28012 Madrid, Spain",40.4102736,-3.6943913,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":536}",393.0,0.5,1.100000023841858,0.0,0.0,0.2000000029802322,0.0,en,"[""contentment""]",2025,1,13
377,ChIJV8NYARInQg0R93Q4K406XfM,5,"Great food! Had a nice meal, loved all the sauce, and took some baklava to go!",Hayley,Sunday,16,Steak Grill House Halal,"C. de Atocha, 117, Centro, 28012 Madrid, Spain",40.4102736,-3.6943913,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":536}",394.0,0.8999999761581421,1.899999976158142,0.8999999761581421,0.0,0.0,0.0,en,"[""joy""]",2025,1,26
378,ChIJeVvDRHwoQg0RbluvAPHXSu8,5,"I had an excellent experience at this restaurant! The service was impeccable, and the food was absolutely delicious. The bread and salted butter, along with the soup served immediately before ordering, were simply outstanding and set the tone for a great meal. The dishes were of high quality, perfectly cooked, and full of flavor. I highly recommend this place and will definitely return!""",Reza Majdi,Friday,63,Restaurante De Maria - PLAZA CALLAO,"Pl. del Callao, 1, Centro, 28013 Madrid, Spain",40.4197038,-3.70614,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4570}",395.0,0.8999999761581421,4.699999809265137,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2024,12,20
379,ChIJeVvDRHwoQg0RbluvAPHXSu8,5,"We had the luck to find De Maria, Plaza Callao, on the first night of our visit to Madrid. We had a very memorable meal. Then 27 days later, on our last night, we invited friends and had our last meal here as well. Sometimes, I find that good memories get distorted and attempts to repeat the magic fail. Not in the case of De Maria, we had another great meal. Excellent service, lots of complimentary additional touches; gazpacho, sorbet, almond cookies and liqueurs added to the extraordinary starters, mains and deserts. Small thing but the best french fries we had in our month to Madrid. Visit this restaurant you will not be disappointed.",Paul Eddy,Thursday,114,Restaurante De Maria - PLAZA CALLAO,"Pl. del Callao, 1, Centro, 28013 Madrid, Spain",40.4197038,-3.70614,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4570}",396.0,0.3000000119209289,5.0,0.2499999944120645,0.8999999761581421,0.0,0.0,en,"[""contentment""]",2024,9,5
380,ChIJeVvDRHwoQg0RbluvAPHXSu8,4,"Great fine dining place on preciados road . They serve complementary champagne, breads and dessert . The service is quick the individual dishes very tasty . We ordered pastas which were great vegetarian ones .",Swaminathan Iyer,Saturday,35,Restaurante De Maria - PLAZA CALLAO,"Pl. del Callao, 1, Centro, 28013 Madrid, Spain",40.4197038,-3.70614,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4570}",397.0,0.6000000238418579,2.700000047683716,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""satisfaction""]",2024,7,27
381,ChIJeVvDRHwoQg0RbluvAPHXSu8,1,"Edit: WHAT a difference a year makes you'll get better service at your local Mc Donald,  the host needed to ask our names 3 times after being sited, the server threw the menu at the table and ask for our order without asking whether we would be having water or wine needed to ask for the wine list, the server dropped a tomatoe out of our carpaccio to the table and after been ask about it picked up and place it on the serving plate, when the water came he brought only one glass when they're were two people at the table an extra one needed to be requested, we ordered the Solomillo with mushrooms and roqueford, we're still waiting for cheese and mushrooms. The wonderful place we visited last year no longer exists. The food mediocre and the service is the worst I've had on a high price restaurant for years this place in my opinion has turned into a high price dump and will never come back or recommend ever again.",Maria Morell,Sunday,173,Restaurante De Maria - PLAZA CALLAO,"Pl. del Callao, 1, Centro, 28013 Madrid, Spain",40.4197038,-3.70614,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4570}",398.0,-0.4000000059604645,1.399999976158142,-0.6000000238418579,-0.6000000238418579,-0.6000000238418579,0.0,en,"[""disappointment""]",2024,11,3
382,ChIJeVvDRHwoQg0RbluvAPHXSu8,5,We saved this location for the last night on Madrid and happens to be a great selection. We will come back definitely!,Saul Berrios,Friday,22,Restaurante De Maria - PLAZA CALLAO,"Pl. del Callao, 1, Centro, 28013 Madrid, Spain",40.4197038,-3.70614,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4570}",399.0,0.8999999761581421,1.7999999523162842,0.0,0.0,0.0,0.0,en,"[""joy""]",2024,10,11
383,ChIJrdeLvPUpQg0R61lGwbUbawM,5,"We went here quite late for some dinner, and it was worth it! We were looking for pasta around the area and came over this place. It is more suitable to take the pasta to go, but they also have a few tables inside so you can enjoy your pasta there. They have a nice concept where you can select the type of pasta you want and the sauce. Everything is also super fresh! We loved the pasta here and were very happy we get to try this place!",Cristina Olteanu,Thursday,89,Pecorilo - Pasta fresca en Madrid,"Pl. de Pedro Zerolo, 1, Centro, 28004 Madrid, Spain",40.42096,-3.6998845999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":1457}",400.0,0.699999988079071,4.5,0.0,0.0,0.8999999761581421,0.0,en,"[""satisfaction""]",2025,2,20
384,ChIJrdeLvPUpQg0R61lGwbUbawM,5,"We came for lunch, and there was a long line, but we still decided to wait. We waited for about half an hour, but it was truly worth it. There are only a few tables, so the pasta is mostly packed to go. However, we ate there, and it was absolutely great! Cheap and delicious – I highly recommend it.",Karin Kurčíková,Friday,60,Pecorilo - Pasta fresca en Madrid,"Pl. de Pedro Zerolo, 1, Centro, 28004 Madrid, Spain",40.42096,-3.6998845999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":1457}",401.0,0.4000000059604645,3.4000000953674316,0.8999999761581421,0.0,0.8999999761581421,0.0,en,"[""contentment""]",2024,12,20
385,ChIJrdeLvPUpQg0R61lGwbUbawM,5,"The food was very tasty and authentic, especially the Tiramisu. :). The staff and the Service were also great.",Michael Lim,Friday,19,Pecorilo - Pasta fresca en Madrid,"Pl. de Pedro Zerolo, 1, Centro, 28004 Madrid, Spain",40.42096,-3.6998845999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":1457}",402.0,0.8999999761581421,1.7999999523162842,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,1,17
386,ChIJf02Ln4YoQg0RcYTOtzox4AQ,5,We had a dinner at the restaurant. The food was amazing and really delicious. The staff and especially our waitress Stephany are really polite and responsive. I Recommend it.,Siyana Ivanova,Friday,29,Oven Mozzarella Gran Vía 6,"Gran Vía, 6, Centro, 28013 Madrid, Spain",40.419339,-3.6977692,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":13166}",403.0,0.699999988079071,2.9000000953674316,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""satisfaction""]",2025,3,7
387,ChIJf02Ln4YoQg0RcYTOtzox4AQ,5,"WOW, my husband and i were split between 3 restaurants to celebrate our anniversary and I’m sooo happy we chose this one! Food, magic! Service, magic! Drinks, magic! It was all so good! Abel our server was so sweet, funny, and very attentive. 10 out of 10 would highly recommend!",stephanie nunez,Sunday,50,Oven Mozzarella Gran Vía 6,"Gran Vía, 6, Centro, 28013 Madrid, Spain",40.419339,-3.6977692,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":13166}",404.0,0.8999999761581421,5.699999809265137,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2024,11,3
388,ChIJf02Ln4YoQg0RcYTOtzox4AQ,5,THE BEST FOOD EVER. I will be thinking about the Caprese and cookie skillet for the rest of my life. Yadira was our server and she’s perfect. 10/10,Leah Fisher,Friday,28,Oven Mozzarella Gran Vía 6,"Gran Vía, 6, Centro, 28013 Madrid, Spain",40.419339,-3.6977692,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":13166}",405.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,2,21
389,ChIJf02Ln4YoQg0RcYTOtzox4AQ,5,GENIAL - i love this restaraunt! The pepperoni pizza was amazing. Delicious and great value. Our waiter Deivy was lovely!,molly mccarthy,Thursday,20,Oven Mozzarella Gran Vía 6,"Gran Vía, 6, Centro, 28013 Madrid, Spain",40.419339,-3.6977692,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":13166}",406.0,0.8999999761581421,3.799999952316284,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,en,"[""joy""]",2025,3,6
390,ChIJf02Ln4YoQg0RcYTOtzox4AQ,5,"The food was incredible. Portions are on the smaller side, but incredibly delicious. The best tirramisu I ever had. The lasagna was very flavourfull. The enterier of the restaurant is beautiful and the service was good!",Vladan Nikolic (Mr. Houseplant),Thursday,36,Oven Mozzarella Gran Vía 6,"Gran Vía, 6, Centro, 28013 Madrid, Spain",40.419339,-3.6977692,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":13166}",407.0,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""satisfaction""]",2025,1,23
391,ChIJiSkW7-IpQg0ReN2Mn0Az1lI,3,"The food was incredible, but the service could have been better. They seem to be severely understaffed and short tempered with us when we were not very demanding. Took a while to get the check and had to ask again after 15 minutes. FOOD: I ordered one of the Gnocchi dishes and got the Bruschetta bread as an appetizer . My sister ordered the award winning Pistachio pizza and loved it, I tried it and it was incredible. Incredible wine selection as well. Very neat spot and setting but felt a bit stressed from the employees and their temperaments. Not sure that I would go back.",Justin Mitterling,Saturday,106,L'oro di Napoli Madrid,"C. del Marqués Viudo de Pontejos, 13, Centro, 28012 Madrid, Spain",40.4156817,-3.705655299999999,Pizza Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":1756}",408.0,0.0,4.900000095367432,0.0,-0.3000000044703483,0.0,0.0,en,[],2024,12,21
392,ChIJiSkW7-IpQg0ReN2Mn0Az1lI,5,"Great pizza. If you want the right Neapolitan pizza in Madrid then go there. Most pizzas are around 15€ and very worth it. The pizza  just melted in my mouth. Soft, incredible tomato sauce and quality toppings.",Raul Olen,Friday,37,L'oro di Napoli Madrid,"C. del Marqués Viudo de Pontejos, 13, Centro, 28012 Madrid, Spain",40.4156817,-3.705655299999999,Pizza Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":1756}",409.0,0.699999988079071,3.900000095367432,0.0,0.0,0.8999999761581421,0.0,en,"[""satisfaction""]",2024,12,13
393,ChIJiSkW7-IpQg0ReN2Mn0Az1lI,5,"We were very lucky to stumble upon this place when looking for a restaurant to get lunch. The owner (I think) was very kind and noticed that I’m cold and he offered to close the doors. All the waiters were nice, helpful and polite. Pizza - delicious!",Marlena,Tuesday,47,L'oro di Napoli Madrid,"C. del Marqués Viudo de Pontejos, 13, Centro, 28012 Madrid, Spain",40.4156817,-3.705655299999999,Pizza Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":1756}",410.0,0.800000011920929,3.299999952316284,0.8999999761581421,0.800000011920929,0.0,0.0,en,"[""joy""]",2024,12,3
394,ChIJQ2BFLPIpQg0RpZlZvojbhAY,5,"i instantly fell in-love with this restaurant! their pasta is the best! artesanal, they have open kitchen so you can see the pastas being prepared! great staff, very friendly! definitely worth every penny! we didn’t have reservation so they told us that we only have 2hrs to eat, i don’t know if it also applies to does who have reservations but it’s fine!",John Israel Palacio,Sunday,63,Beata Pasta,"Gta. de Bilbao, 4, Chamberí, 28004 Madrid, Spain",40.4294145,-3.7019883999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":9143}",411.0,0.800000011920929,5.199999809265137,0.0,0.8999999761581421,0.8999999761581421,0.0,en,"[""joy""]",2025,1,26
395,ChIJQ2BFLPIpQg0RpZlZvojbhAY,4,"The appetizer was absolutely delicious, the burrata was really breathtaking . For the main course I had carbonara which was unfortunately cold. Overall, they mixed up our meals so maybe that's why I was cold. Dessert was tiramisu and it was delicious too. Overall, the restaurant has a great atmosphere. Unfortunately, I can't give 5 stars for the cold food.",lucík pisko,Wednesday,60,Beata Pasta,"Gta. de Bilbao, 4, Chamberí, 28004 Madrid, Spain",40.4294145,-3.7019883999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":9143}",412.0,0.0,4.900000095367432,-0.0500000193715095,0.0,0.0,0.800000011920929,en,[],2025,2,26
396,ChIJQ2BFLPIpQg0RpZlZvojbhAY,5,"We liked the pastas a lot, more than their sauce the texture of the home made pasta is recognizable. The service is fast and efficient. Ambiance is cute. +Thank you Elia for such a friendly service.",Deniz Koç,Monday,36,Beata Pasta,"Gta. de Bilbao, 4, Chamberí, 28004 Madrid, Spain",40.4294145,-3.7019883999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":9143}",413.0,0.800000011920929,3.5,0.0,0.8499999940395355,0.0,0.8999999761581421,en,"[""joy""]",2025,1,6
397,ChIJQ2BFLPIpQg0RpZlZvojbhAY,5,This is the perfect place for a high quality meal in a short amount of time. We had reservations at 4 and were out the door 40min later with no waiting time. The Truffle carbonara was INSANELY DELICIOUS. My partner got the Call Me Mama and he loved it too.,Monica Pina,Saturday,50,Beata Pasta,"Gta. de Bilbao, 4, Chamberí, 28004 Madrid, Spain",40.4294145,-3.7019883999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":9143}",414.0,0.8999999761581421,3.700000047683716,0.8999999761581421,0.0,0.0,0.0,en,"[""joy""]",2025,2,15
398,ChIJQ2BFLPIpQg0RpZlZvojbhAY,5,"Chill vibes and yummy food!! We came to this place on a Saturday night, the food was extremely good and the service Elia provided was also outstanding. Loved it and will definitely come again :)",Ana Couceiro,Saturday,35,Beata Pasta,"Gta. de Bilbao, 4, Chamberí, 28004 Madrid, Spain",40.4294145,-3.7019883999999994,Italian Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":9143}",415.0,0.8999999761581421,2.799999952316284,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,en,"[""joy""]",2025,3,1
