"user_id","restaurant_id","rating","review_text","date","source_user_name"
"5","ChIJ5clP9YgoQg0RPPKjDCT2wbo","5","One of our most favourite restaurants in the world! We love coming here. The service is brusk but so authentic. The shellfish platter is unique and plentiful and superb value. And the only tourists are Spanish!","2024-06-29","Keith Davis-Rutter"
"2","ChIJmUq6RHsoQg0Rs45h_38KnBs","5","We were looking for Pulpo a la Gallega and stopped because there was a host at the door that gave us very good vibes, everything was delicious and the service was very good.","2025-02-06","Douglas C Diaz"
"3","ChIJmUq6RHsoQg0Rs45h_38KnBs","3","The service was correct due to the language barrier. Food was really not great, the razor clam was overcooked and too chewy. The black squid noodles were very salty and the shrimp and squid not super fresh. We also order the grilled shrimp, overpriced for that medium size shrimp. The only good one was the pimentos. Four dishes and one cup of cheap wine for 84€, rip off. Would not recommend.","2024-05-24","anping Wang"
"5","ChIJmUq6RHsoQg0Rs45h_38KnBs","5","Located in the middle of shopping street. Place is big so may not need reservation on weekdays. Many choices of seafood items with pictures. Price was not bad depends on what you eat. We getting a la carte and came out great value. Oysters was tasty, mussels was good potion and fresh, shrimp was well seasoning, octopus was tender and flat top grilled seabass was the best. Service fast and intuitive.","2022-05-31","SPICY"
"3","ChIJSw7zOXkoQg0RHx8O4RA6iMg","5","The grilled octopus is a must, we ordered another portion right after because it was so good!!","2024-11-28","MalvinCY"
"4","ChIJSw7zOXkoQg0RHx8O4RA6iMg","5","Food was perfect, service was perfect. Try the paella and the specials.","2025-01-25","Kristóf Margitay"
"5","ChIJSw7zOXkoQg0RHx8O4RA6iMg","5","The food was pretty good. I've never seen anyone make seabass fish this good before. I loved it.","2024-10-26","Utku Berke Demircan"
"2","ChIJdSM_9dYnQg0RpfzhpnptRp8","5","I like this place.  Very good fresh seafood, and very good draft beer.","2024-10-02","Bozidar"
"5","ChIJdSM_9dYnQg0RpfzhpnptRp8","5","An institution! Love this place simple authentic and the seafood is super fresh. Highly recommend","2024-09-22","Teresa Ruiz"
"Despite knowing we didn’t speak Spanish","he continued addressing us in Spanish","completely ignoring our situation. To make matters worse","an English-speaking waiter stood nearby but was forbidden from assisting us. This led to a humiliating scene","as the manager barked at us in a silent restaurant","making sure every patron could witness the spectacle."
"While the seafood may be commendable","the disgraceful treatment we endured overshadowed everything. If I could give this restaurant zero stars","I would. If you","like us","don’t speak Spanish","I strongly urge you to spend your €200 per head elsewhere—somewhere that values basic respect and hospitality."
"3","ChIJE8uD5LkoQg0Rv8HNhwPkPOM","4","Some of the freshest and best seafood in the world is served at this modern styled restaurant from Pescaderías Coruñesas group. The raw material is exceptional, the seafood, the fish, their home made smoked salmon, the seasonal products (angulas), etc. Appropriate selection of wines. Unfortunately the service is very dry and inattentive, just focused on dishing out the food and take it away while you are still chewing. If you cannot book a table, the food available at the bar is also excellent.","2024-10-01","Antonio Sanchez"
"5","ChIJE8uD5LkoQg0Rv8HNhwPkPOM","5","Food was spectacular, service was very attentive and the atmosphere was lovely.","2024-12-29","Leyre Giménez"
"2","ChIJqaU3X5YoQg0RvdLEMXAx0j4","5","You can’t do anything wrong here. Very traditional Madrid restaurant. Great seafood. Try to get a table in the front room. Acoustic in backroom and atmosphere not very nice… else super.","2024-11-02","Ma Ja"
"3","ChIJqaU3X5YoQg0RvdLEMXAx0j4","3","Great wine.  Salty fish.  Cold potatoes (even after having them replaced) mediocre salad and stale bread.  And yet they have a photo of the 👑  dining in the restaurant.  So who am I to complain?","2024-06-13","ES Raphael"
"5","ChIJqaU3X5YoQg0RvdLEMXAx0j4","4","Great seafood spot. This is where the locals go. Good quality and nice selection. This is a traditional upscale seafood restaurant in a beautiful part of Madrid. Service can be hit or miss. Make a reservation","2023-01-22","Faisal Salman"
"2","ChIJdQRUOi4pQg0RB06FRoMdrSI","5","Friendly staff and well served, Good food quality, the patatas and calamari were very delicious. The paella was good I think little more spices will take the dish higher level","2025-02-10","M. Al."
"4","ChIJdQRUOi4pQg0RB06FRoMdrSI","5","Completely beyond my expectations. This place deserve to be my first stop in Madrid.","2025-03-01","Zhichong Huang"
"5","ChIJdQRUOi4pQg0RB06FRoMdrSI","5","The food is amazing and super fresh! Really really loved the carabineros and special mention to the oysters (the best I’ve ever eaten)! The service was also exceptional. The team was very welcoming and dedicated. They gave us many suggestions and really encouraged us to try the freshest products they received. The restaurant is also clean, very well-maintained and decorated. Thank you so much! I’ll come again!","2024-01-18","Julie Cai-Ngo"
"We ordered the platter for 6-8 people as we were 8. The portion is generous","they have rice and inside  the platter you can find potatoes","squid","clams","prawns","lobster and friends 🦀🦞🥰"
"3","ChIJjysDDTYpQg0RX94m4U98NPM","5","Had an amazing dining! The seafood was exceptionally fresh, and the portion sizes were surprisingly generous, especially considering the affordability of the prices. The flavors were simply outstanding, with the perfect balance of spiciness and seafood freshness - would really recommend the spicy sauce!","2023-09-17","Huaian Jia"
"4","ChIJjysDDTYpQg0RX94m4U98NPM","5","It’s the best seafood boil in all of Spain, we’ve traveled through all of Spain, and nothing came close to this place. The crab is massive and delicious, and the flavor is amazing!! Super affordable compared to other places and our waiter was a complete sweetheart and hilarious.","2024-01-09","Cynthia Ocampo"
"5","ChIJjysDDTYpQg0RX94m4U98NPM","5","Very positively surprised, very good food for affordable prices. I ordered around 450 gr of shrimps, it was around 35-40 pieces for 17 euros. Very tasty, fresh, original way of serving the food. I recommend for a sea food restaurant!","2023-11-22","Olí Kalinova"
"1","ChIJjZmkun4oQg0RJ6HnwMmqlSI","5","My boyfriend and I went here to have dinner and we came out satisfied and wanting to go back again soon. Since it’s a restaurant that specializes in Galician cooking, the prices are reasonable and the food quality? Just splendid. 👌🏼 We really enjoyed the food and the ambience of the place and even recommended it to our friends if they want to experience such decadent cuisine. 🤩🤩","2025-03-03","Hazel Deen Gasacao"
"3","ChIJjZmkun4oQg0RJ6HnwMmqlSI","4","It was raining and this restaurant was right around the corner from our hotel. They were just a few people since we were not on the Spanish schedule. I speak a little Spanish and both waiters were extremely simpatico. We were new at eating in Spain and ordered too much. We had three appetizers, marinated salmon salad, empanadas and croquetas. All three were very delicious. Unfortunately the entrees were lackluster, not terrible but not great either. My wife had the cod which was a little bit rubbery I had hake in garlic sauce that was actually a little bit bland. We should have just shared one entree because we were too full to finish and had no room for dessert we had some very fine crispy white wine bottom line very good restaurant excellent service I would order different entrees next time","2024-09-20","Peter Conesa"
"5","ChIJjZmkun4oQg0RJ6HnwMmqlSI","5","The food was simply amazing; every dish was bursting with flavor. The entire staff was very attentive and professional, always ensuring everything was perfect.","2024-10-21","Elfrida Adams"
"1","ChIJw4QroComQg0RlK4_tvnV-9I","5","The mixed paella we had here was delicious, we both enjoyed it so much. The croquetas and padron peppers were great also. We loved our desserts, the chuppa chip ice cream was such a treat and the basque cheesecake was fantastic! The service was fantastic, Pablo was so friendly and tried his best with his limited English. There wasn’t many people when we went so the atmosphere wasn’t there but it seemed there were a lot of locals there so we felt we had a local experience which was great. Would highly recommend eating here, particularly the paella!","2025-01-28","Mikaela Hammond"
"2","ChIJw4QroComQg0RlK4_tvnV-9I","2","I feel hard done by. I went here based on reviews. However, some of the dishes on the board weren’t available, and the octopus sandwich was VERY ordinary. Great atmosphere and the fella was super nice. Food was just not really worth writing home about…unless it was an off day.","2024-06-19","Glen Mahoney"
"4","ChIJw4QroComQg0RlK4_tvnV-9I","5","Amazing food and very nice service. I recommend that you try pulpo a le gallega, navajas a la plancha and lacón a la gallega. Also had a pitcher of sangria, which by far, one of the best I had.","2024-07-24","rmallari"
"3","ChIJq5NnLvwoQg0Rl5aE7y_TpNA","5","Outside of the atmosphere being a little dated this place is definitely worth the price. Every dish from the Caviar to steak tartare to the incredible fish (I mean absolutely incredible fish served for 2 as the only option on the fish menu served for two) was outstanding! The wine list is incredible and well priced. Plus the portions are BIG!! Finally a place that is highly priced but actually gives you decent portions for the cost...so happy I went here! Reality is overall for what you get it's very well priced","2023-07-19","W M"
"4","ChIJq5NnLvwoQg0Rl5aE7y_TpNA","5","Amazing food, fish is mandatory and well like that place very much…the service could be a bit more attentive and rush less at the table as I dont like if the spill over and over on this nice white table top…. and not apologizing, but nevertheless, very nice place and love the fresh fish selection, price value TOP","2025-02-20","Ursin Mirer"
"5","ChIJq5NnLvwoQg0Rl5aE7y_TpNA","5","Incredible seafood restaurant. I’m pretty sure we were the only non-Spanish customers that night, but had no problems with our inability to speak the language. Most of the main course seafood items are offered by weight, which was a little confusing. But the staff helped us figure out the right amount of items. Incredible!!","2019-12-12","Elliott Fisher"
"1","ChIJP-R3IXkoQg0RgFOj-TPcFqc","5","Great showcase for bonito tuna, so we had to try teriyaki and sesame skewers, so juicy and flavourful and raw bonito with saffron was a taste sensation. Everything was quality, clean and well presented and a fun experience. Great job.","2025-01-01","Lighthouse Tai Chi"
"2","ChIJP-R3IXkoQg0RgFOj-TPcFqc","5","I’ll give this place five stars just becomes I’m obsessed obsessed obsessed with crab crab crab. Honestly, I did not find the crab as shown below to be tasty, it was smoked or salted, but it was obviously fresh! Next time I would want to try the crab cake instead. I still appreciated the freshness and the vibe! Five out of five!","2024-05-05","Dylan"
"3","ChIJP-R3IXkoQg0RgFOj-TPcFqc","5","The best experience we’ve had","2025-02-23","Renato Azedo"
"4","ChIJP-R3IXkoQg0RgFOj-TPcFqc","5","The crab tapas here are delicious. Ib would totally recommend it. Yours truly @fooderarri","2021-05-31","Thien Vuong (fooderarri)"
"5","ChIJP-R3IXkoQg0RgFOj-TPcFqc","5","Nice selections, the one in my photo is super tasty!","2022-09-05","Jason Lee"
"1","ChIJqYP_smUoQg0R7p4iB5oKvrw","5","The food was delicious, fresh and cooked very well. The service was good, tapas came with beer, the waiters didnt know english but its easy to communicate and order by showing them from pictures 🙂","2024-11-05","sercan kaplan"
"4","ChIJqYP_smUoQg0R7p4iB5oKvrw","5","Very Nice place. Super friendly staff ☺️ Pulpo gallego was amazing , shrimps also good ones 🤤 were there twice and would come again 😃","2023-06-07","Daiva Adomavičiūtė"
"1","ChIJayU_92QoQg0RQypw0GV8c4s","5","The best meal I had in Madrid! We were just walking around the area and found this place had a menu of the day so we went in and we’re so glad we did. Every single bite of every dish we had here was so heavenly, I could not move on from it after a few days. It makes me want to go to Galicia, Spain to taste more of their dishes there. The staff were so nice too, they were attentive and easy to call even if we were in the corner.","2023-11-10","Nicole"
"4","ChIJayU_92QoQg0RQypw0GV8c4s","5","Las Zamburiñas a la plancha, priced at €20 for 12 pieces, are delicious and perfectly cooked.","2024-04-17","Jing Li"
"5","ChIJayU_92QoQg0RQypw0GV8c4s","5","An excellent example of knowing how to cook, a simple menu and enormous respect for the raw materials and ingredients used.  This restaurant faithfully represents what it is to eat in Spain, excellent food, simple, exquisite and well cooked.","2022-10-23","Orlando Russo"
"1","ChIJAeec2wQpQg0RUf0NBO97uTU","5","Had dinner here on our last night in Madrid. Found after doing google search & read great reviews. Such a cool vibe, great food & service. Started off with charcoal shrimp, arugula salad with pear/walnuts and main entree was of course Argentine steak with truffle fries & grilled veggies. All portions were generous to share & delicious. Very happy we chose here to eat since it was a great way to end our memorable visit.","2025-03-11","I FC"
"3","ChIJAeec2wQpQg0RUf0NBO97uTU","5","Sublime meal. The most delicious steak that cut like butter with truffle fries and padrón peppers. Cocktails were yummy and not shy of alcohol. Staff were friendly and very welcoming. Atmosphere/music made me want to get up and dance. Great evening and would highly recommend if you are visiting Madrid.","2025-02-08","Lisa Baptiste"
"4","ChIJAeec2wQpQg0RUf0NBO97uTU","5","Gabriel was really great and made sure we had everything we needed! The food was delicious and the cocktails are a must. Definitely recommend!!","2025-03-09","Stephany Burz"
"5","ChIJAeec2wQpQg0RUf0NBO97uTU","5","We had a lovely meal here. Our server Francis explained the different cuts of meat in English and made us feel very welcome. Starters were generous portions and the place had a really nice vibe. Definitely worth checking out :)","2024-08-31","James Fowler"
"1","ChIJfYXddIEoQg0R9Zt1z5W1cbw","5","This restaurant is a true gem! The grilled steaks were perfect, octopus was great, they are offering a wonderful selection of wines and cocktails. Desserts are just divine. The atmosphere is inviting. Absolute recommended.","2025-03-07","Yuliia Zinchenko"
"2","ChIJfYXddIEoQg0R9Zt1z5W1cbw","5","WOW! The steaks are fantastic! Cooked to perfection and very flavorful. One of the best steaks I've ever had and if you have seen any of my reviews you know I love steak! I had the ribeye with french fries. All the starter's we had we're excellent and the sides we're also great. The wine we had was a Spanish red and complimented the steaks very well. We had cocktails to start and all of them were great. Also the service and staff were superb. If your in Madrid city center and want a steak with a fine dining experience this place is for you!","2025-02-18","Ralph Crongeyer"
"3","ChIJfYXddIEoQg0R9Zt1z5W1cbw","5","Delicious food cuisines from Argentina and Italy. Our starters, the entrees, and the drinks were all delicious. Table service could’ve been better as I had to flag down our waiters multiple times. Place has two physical locations with lots of seating across from each other. Reservations are highly recommended but we did also come early and lucked out with a walk-in.","2025-02-04","josh L"
"5","ChIJfYXddIEoQg0R9Zt1z5W1cbw","5","I just moved to Madrid and this was my first time eating out alone here, I was greeted warmly and looked after all night by my waiter Jesus. The food was amazing and so was the wine! I couldn’t have picked a better place to go!","2025-03-01","Georgina Harris"
"1","ChIJ0RnLVdIpQg0RQbjDrH2_Zcs","5","I’m glad I found this place on Google. We ordered the Strilion steak and the 24-hour marinated chicken breast. The flavors of both dishes were outstanding. The salt on the steak paired with the grilled green peppers made for an interesting and delicious combination. The chicken was thoroughly marinated in a spicy sauce and served with a perfectly cooked sweet potato topped with cheese and ham bits. Highly recommended!","2024-11-13","Javad Samei"
"2","ChIJ0RnLVdIpQg0RQbjDrH2_Zcs","5","We were just walking past and decided to stop in. So glad we did. The burger was delicious! I like that you can order different sizes. I had a small one which was plenty! The truffle burger ..OMG!!","2025-02-05","Karen Bland"
"3","ChIJ0RnLVdIpQg0RQbjDrH2_Zcs","5","Absolutely delicious! Great burgers, great other meats. We really couldn't choose so we shared 3 ways which was no problem at all. Service was fast and very friendly. It is a small space but they run multiple turns. If you like good dry aged meat this is the place to be.","2024-06-19","Raimond Stokkel"
"4","ChIJ0RnLVdIpQg0RQbjDrH2_Zcs","5","The burgers were great and the servers attentive. The quality of the meat was amazing.  Highly recommend.","2025-02-24","Martha Luna"
"3","ChIJ9blgsr4pQg0RmqSge1uvCf0","5","My partner and I went here for valentines and we have absolutely no bad things to say. Everything was excellent. The variety on the menu, the quick service and quality of the food. Patricia was our waitress and she was spot on with everything. Over all great experience and will be 100% returning.","2025-02-14","Ellie Mc Namee"
"4","ChIJ9blgsr4pQg0RmqSge1uvCf0","4","Me and my mum went to dinner here and it was such a nice experience. The food was amazing and the aesthetic of the restaurant made the meal even better! We had the chicken quesadillas, steak nachos, sirloin steak and caesar salad and they were really nice! The steak nachos for me were the highlight they were so delicious I highly recommend them. We also had some drinks i had a mango mojito which was so refreshing and my mum had a sangria Prosecco which she also enjoyed!","2024-09-11","hails 28"
"5","ChIJ9blgsr4pQg0RmqSge1uvCf0","5","Best burger I’ve had in Spain. Beautiful looking restaurant and the drinks are delicious. My girlfriend LOVED their sangrias. Definitely recommend it to any and all tourists or even locals.","2025-01-10","Anthony Hernandez"
"3","ChIJjdOO_n0oQg0RwpI-h1iWPCI","4","This restaurant is a perfect spot for the Argentinian meat. However, the service could be slightly better you know. The restaurant was not full, but they were so slow, we were waiting for our menu for 20 min. I mean, again it was not full, only a few tables were occupied. But the meat was good, I asked for medium but it was more then medium, medium well. Thanks, they also speak English and warn if the portion is big","2024-08-03","Nina Bukreieva"
"1","ChIJQ6cblukpQg0RPtb2Ix9zUfk","5","","2024-12-15","makis Nicolaou"
"1","ChIJhQ3oyn0oQg0RH6bGZLyFzfM","4","Excellent customer service provided by all waiting staff. They were very attentive and also bilingual.  Enjoyed a salad with chicken and a glass of white wine during my first visit.  Ordered the chicken sandwich the second visit but didn't enjoy it as much as the salad.  There were chewy fat pieces that I wasn't able to eat.","2024-12-09","Tamika Gray"
"I ordered the SteakBurger Original","cooked rare","and it was absolutely worth every bite! The quality of the meat was excellent","perfectly cooked","and packed with flavor. The overall experience was fantastic","and I would highly recommend this place to anyone looking for a great burger in Madrid."
"3","ChIJhQ3oyn0oQg0RH6bGZLyFzfM","2","I’ve eaten at numerous Steakburger restaurants and food has been good. My meal choice this time was a disappointment - the grilled chicken was horrible, left most of it. It came in strange seasoning and was swimming in oil. Potatoes were cold and so were the tomatoes. I was expecting not to be charged for it, but I was. Nachos were average. Never ordering these meals again. Service was okay and so were the prices","2024-11-20","Sam"
"4","ChIJhQ3oyn0oQg0RH6bGZLyFzfM","5","One of the best veggie burgers I ever tried! The waiters were amazing and friendly, and really made us feel welcome and relaxed. This will be our first food stop the next time we go to Madrid.","2024-10-05","Stardust"
"2","ChIJteJqQ7IpQg0R96ouf1ExrLE","5","Very good steak house, the wagyu is extremely tasty, and the cocktail are excellent (the expresso martini)","2025-02-22","Camille MAÏS (siamcam)"
"3","ChIJteJqQ7IpQg0R96ouf1ExrLE","5","What a place! Upmarket steak restaurant that delivers in every way.  What an amazing experience.","2025-01-10","Peter Butler"
"4","ChIJteJqQ7IpQg0R96ouf1ExrLE","5","yummy meats ❤️ lovely staff","2025-01-23","Asma Nasr"
"5","ChIJteJqQ7IpQg0R96ouf1ExrLE","5","Amazing service, thank you Alejandra","2025-02-06","othman lamaazi"
"1","ChIJ9fMAJlkpQg0RYCrqLMvuM2Q","5","Amazing kosher Steakhouse in Madrid. We had appetizers, steaks, chicken skewers, and schnitzel. Excellent Spanish wine with our meal.  Owners were super friendly and helpful.  An overall great dinner.  A must when in Madrid.","2024-12-29","Reuven Herssein"
"2","ChIJ9fMAJlkpQg0RYCrqLMvuM2Q","5","We arrived on a wet night so we were alone in the restaurant, but that meant that the owner gave us all his attention. I like to try and eat ""local"" food and there were plenty of items on the menu that were Spanish. We had a dish of sliced meats, Spanish sausages and of course an entrecote. All very tasty and some Spanish wine to go with it. Highly recommended.","2024-11-02","Herve Mamane"
"3","ChIJ9fMAJlkpQg0RYCrqLMvuM2Q","4","This Kosher eatery is a bit shabby and looks run down. But the food was fresh and tasty. Draft beer was good. The manager/waiter is an Orthodox Jew who was very pleasant. Service was fast. Central location in Madrid. Worth checking out.","2025-03-07","David Grunwald"
"4","ChIJ9fMAJlkpQg0RYCrqLMvuM2Q","5","Great little steakhouse.  The food is kosher and excellent. Went there for my last dinner in Madrid with my colleagues and we were not disappointed.  Started off with the classic hummus and a Caesar salad to share.  Then each had the ribeye (medium plus) with french fries.  Excellent seasoning and taste on the steaks. Served with a chimichurri sauce that took the taste to another level.  If you are nearby, stop in and enjoy the food.","2024-01-26","Michael Torbit"
"3","ChIJoysFW4goQg0RXmzeEFsDvzQ","5","The burgers were really delicious! Unfortunately our waitress did not speak a single word english, even words like “potato” she did not understand at all, so it was a bit difficult to order but the food was still really good!","2025-02-07","Nicole"
"4","ChIJoysFW4goQg0RXmzeEFsDvzQ","5","I visited  Steakburger recently,  I want to recommend 100 % this restaurant everything i ate there was delicious.  I bought “ la bacon jam “ and “ brownie con helado “ I received a good experience with the food and also with my waitress Gabriela.  She was so friendly and kind, she offered to me really good service and for me the service was really important too. Definitely, I will come back soon because I’m curious for other options they have on the menu","2025-03-06","Liz fucay guin"
"1","ChIJsymRAzUpQg0Ri1Oo2eFuvl0","5","My favourite Steakhouse in Madrid. I come here every 4 months and the food is delicious. The meat is always on point and they even have options like grilled vegetables or fish. And lastly, the candles are amazing! Looking forward to go again!","2024-12-08","Stephan Körten"
"3","ChIJsymRAzUpQg0Ri1Oo2eFuvl0","5","Fantastic dinner with some of the best meat I ever had. Great staff with attention to details and making the stay great. Thank you!","2025-02-25","Mourad Ajarti"
"2","ChIJzQ1p2r0pQg0R6ZULqAtsbns","4","Don Asador Parrilla Argentina in Madrid offers a warm, welcoming ambiance that captures the essence of an authentic Argentinian steakhouse. The restaurant’s decor, with rustic wood accents and soft lighting, creates a cozy atmosphere perfect for an evening out. While the food is decent, featuring a variety of grilled meats, sausages, and classic Argentinian sides, what really stands out here is the friendly, attentive service that makes you feel right at home. The staff is more than happy to guide you through the menu, offering suggestions and ensuring your experience is enjoyable from start to finish. The portions are generous, and there’s a good selection of Argentinian wines to pair with your meal, enhancing the overall experience. If you’re looking for a casual spot to enjoy a traditional meal in a pleasant setting, Don Asador Parrilla Argentina is worth a visit for its inviting atmosphere and hospitality.","2024-10-27","Dimitris Ladas"
"3","ChIJzQ1p2r0pQg0R6ZULqAtsbns","4","I went there around 7:15 pm and there was no soul to be found! The staff was very friendly and the service was prompt. Got the Special Meat dish. While the meat and sauces were good, I felt like the meat cuts could have been better. Also the sausage was just half of one, so barely the size of a thumb. Sangria tasted ""okay"". Not great. Still a good experience!","2024-08-27","Chanaka Hettige"
"4","ChIJzQ1p2r0pQg0R6ZULqAtsbns","5","OMG!  This is a small restaurant, maybe 10 tables but the flavors are incredible. Prices are incredibly reasonable for Madrid.  We had the mixed grill. (Parriadas?). My BF is Argentinian from Corduba and a food distributor and he approves.  The Wine menu  little bit limited, but get the Cab over the melbec in my opinion. And do not miss the empanadas.!!! we had chicken and beef and they’re both incredible. Absolutely incredible.  Yeah the dessert was excellent as well.  And save the moment and look through the photographs in the restaurant they feature incredible famous Argentinians, such as Manu Ginobili!!  don’t miss this cute restaurant.  The staff are from Cuba! Honduras! And northern Argentina!","2024-08-31","Ellen Lin"
"5","ChIJzQ1p2r0pQg0R6ZULqAtsbns","5","i had the special meat platter so i can taste everything and it was amazing. i enjoyed every piece of meat, and it’ll be a hard time deciding on what to get next time!","2024-10-28","Mustafa Ozan Alpay"
"1","ChIJ7TKSNXsoQg0R7BJFr2GRtoo","4","Food was good, but the place felt cold inside. Johan was a friend waiter, but he seemed to be alone, hence the feeling I had he was a bit over stressed. Prices are fair , I just had to wait a bit long for my food, and there weren’t too many people, so kitchen could have worked faster. Over good experience.","2025-02-09","Sam VanHeukelom"
"2","ChIJ7TKSNXsoQg0R7BJFr2GRtoo","3","It tooks 20 minutes till someone came to take the order. After that it tooks 30 minutes till we got the food. The ribs were OK. The French fries were cold and old. We ordered backed potato but didn't got it. Bad experience. Far away from Berlin.","2024-10-22","Yossi Pinkas"
"3","ChIJ7TKSNXsoQg0R7BJFr2GRtoo","1","Have not been to a Tony Roma’s in a long, long time. Hence, was looking forward to add to my body of good experiences from the past and elsewhere. What a disappointment this latest visit was. Ordered the tenderloin steak. The cut I got served was definitely not a tenderloin! It was tough, cooked very unevenly and not rested at all. As a consequence, my fries were ruined as they became soaked with the steak’s running juices. In contrast, the roasted vegetables were nice. The waiting staff also deserve commendation. They were a friendly and attentive bunch.","2025-01-31","Patrick Mercera"
"1","ChIJV8NYARInQg0R93Q4K406XfM","2","Almost empty restaurant on my visit and the food was served quite quickly. Annoying that the waiter/ manager was permanently on his phone, hiding behind the desk/ bar area - so it was different to get his attention. I’m not sure why there is a fish tank in the restaurant, it’s a bit strange. I like ayran but seriously, a litre of it was too much. But it was cheap. Lentil soup was tasty. The condiments in dirty squeezable containers were not appealing. The whole feel to the restaurant was dirty and cheap. Meat was like eating leather. For the price it’s worth another visit, but I’ll lower my expectations","2024-12-29","Sam"
"2","ChIJV8NYARInQg0R93Q4K406XfM","5","Everything at this restaurant is wonderful. The service was excellent, the food was very hot and fresh. I highly recommend the lentil soup, very tasty.","2025-01-08","K. K."
"3","ChIJV8NYARInQg0R93Q4K406XfM","5","Incredible experience!! We came for one specific dish the “kunefe” as it is a Turkish specific desert. Needless to say that this was by far the BEST kunefe I’ve ever had and we’ve been to turkey where it’s from! The server promptly let us select our table and upon ordering had our delicious desert to our table in 15 minutes. It was ridiculously fresh and had an unbeatable flavor. I’d highly recommend getting the “te turco” as well to partner with this dish as they compliment each other perfectly! I can only imaging that the meat and other traditional Turkish items taste just as incredible and authentic as this dish. I highly recommend this restaurant for the authentic Turkish experience!!","2024-10-27","Bean Machine"
"4","ChIJV8NYARInQg0R93Q4K406XfM","5","Good place, tasty kebap,  portions are not small. Prices are normal.","2025-01-13","Андрей Шмонин"
"5","ChIJV8NYARInQg0R93Q4K406XfM","5","Great food! Had a nice meal, loved all the sauce, and took some baklava to go!","2025-01-26","Hayley"
"1","ChIJeVvDRHwoQg0RbluvAPHXSu8","5","I had an excellent experience at this restaurant! The service was impeccable, and the food was absolutely delicious. The bread and salted butter, along with the soup served immediately before ordering, were simply outstanding and set the tone for a great meal. The dishes were of high quality, perfectly cooked, and full of flavor. I highly recommend this place and will definitely return!""","2024-12-20","Reza Majdi"
"2","ChIJeVvDRHwoQg0RbluvAPHXSu8","5","We had the luck to find De Maria, Plaza Callao, on the first night of our visit to Madrid. We had a very memorable meal. Then 27 days later, on our last night, we invited friends and had our last meal here as well. Sometimes, I find that good memories get distorted and attempts to repeat the magic fail. Not in the case of De Maria, we had another great meal. Excellent service, lots of complimentary additional touches; gazpacho, sorbet, almond cookies and liqueurs added to the extraordinary starters, mains and deserts. Small thing but the best french fries we had in our month to Madrid. Visit this restaurant you will not be disappointed.","2024-09-05","Paul Eddy"
"3","ChIJeVvDRHwoQg0RbluvAPHXSu8","4","Great fine dining place on preciados road . They serve complementary champagne, breads and dessert . The service is quick the individual dishes very tasty . We ordered pastas which were great vegetarian ones .","2024-07-27","Swaminathan Iyer"
"4","ChIJeVvDRHwoQg0RbluvAPHXSu8","1","Edit: WHAT a difference a year makes you'll get better service at your local Mc Donald,  the host needed to ask our names 3 times after being sited, the server threw the menu at the table and ask for our order without asking whether we would be having water or wine needed to ask for the wine list, the server dropped a tomatoe out of our carpaccio to the table and after been ask about it picked up and place it on the serving plate, when the water came he brought only one glass when they're were two people at the table an extra one needed to be requested, we ordered the Solomillo with mushrooms and roqueford, we're still waiting for cheese and mushrooms. The wonderful place we visited last year no longer exists. The food mediocre and the service is the worst I've had on a high price restaurant for years this place in my opinion has turned into a high price dump and will never come back or recommend ever again.","2024-11-03","Maria Morell"
"5","ChIJeVvDRHwoQg0RbluvAPHXSu8","5","We saved this location for the last night on Madrid and happens to be a great selection. We will come back definitely!","2024-10-11","Saul Berrios"
"1","ChIJrdeLvPUpQg0R61lGwbUbawM","5","We went here quite late for some dinner, and it was worth it! We were looking for pasta around the area and came over this place. It is more suitable to take the pasta to go, but they also have a few tables inside so you can enjoy your pasta there. They have a nice concept where you can select the type of pasta you want and the sauce. Everything is also super fresh! We loved the pasta here and were very happy we get to try this place!","2025-02-20","Cristina Olteanu"
"2","ChIJrdeLvPUpQg0R61lGwbUbawM","5","We came for lunch, and there was a long line, but we still decided to wait. We waited for about half an hour, but it was truly worth it. There are only a few tables, so the pasta is mostly packed to go. However, we ate there, and it was absolutely great! Cheap and delicious – I highly recommend it.","2024-12-20","Karin Kurčíková"
"3","ChIJrdeLvPUpQg0R61lGwbUbawM","5","The food was very tasty and authentic, especially the Tiramisu. :). The staff and the Service were also great.","2025-01-17","Michael Lim"
"1","ChIJf02Ln4YoQg0RcYTOtzox4AQ","5","We had a dinner at the restaurant. The food was amazing and really delicious. The staff and especially our waitress Stephany are really polite and responsive. I Recommend it.","2025-03-07","Siyana Ivanova"
"2","ChIJf02Ln4YoQg0RcYTOtzox4AQ","5","WOW, my husband and i were split between 3 restaurants to celebrate our anniversary and I’m sooo happy we chose this one! Food, magic! Service, magic! Drinks, magic! It was all so good! Abel our server was so sweet, funny, and very attentive. 10 out of 10 would highly recommend!","2024-11-03","stephanie nunez"
"3","ChIJf02Ln4YoQg0RcYTOtzox4AQ","5","THE BEST FOOD EVER. I will be thinking about the Caprese and cookie skillet for the rest of my life. Yadira was our server and she’s perfect. 10/10","2025-02-21","Leah Fisher"
"4","ChIJf02Ln4YoQg0RcYTOtzox4AQ","5","GENIAL - i love this restaraunt! The pepperoni pizza was amazing. Delicious and great value. Our waiter Deivy was lovely!","2025-03-06","molly mccarthy"
